ORDER_ID,CUSTOMER_ID,PROD_ID,TRANSACTION_DATE,UNITS,MOBILE NUMBER,CUSTOMER_NAME,DOB,STATE_CODE,PRODUCT_CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRICE,SALES
15860,529,28,27-01-2019,2,1000033163,Sonia Cooley,15-03-1947,QLD,VEGETABLES,EXOTIC VEGETABLES,CURLED PARSLEY,19,38
15861,200,172,20-03-2019,8,1000032833,Theone Pippenger,9/1/1970,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE MANGO BITE CANDY 289 GM,50,400
15862,352,122,24-10-2019,6,1000032985,Susan Pistek,1/2/1974,WA,CHOCOLATES AND SWEETS,CANDIES,FRUITELLA STRAWBERRY CANDY 36 GM (STICK),30,180
15863,447,35,24-09-2019,3,1000033081,Ionia McGrath,29-11-1985,QLD,VEGETABLES,LEAFY VEGETABLES,COLOCASSIA LEAVES (ARBI KA PATTA),10,30
15864,508,72,24-04-2019,9,1000033142,Tracy Hopkins,8/12/1967,QLD,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,351
15865,522,56,28-06-2019,6,1000033156,Alejandro Grove,9/7/1975,QLD,VEGETABLES,SPROUTS AND PEAS,sprouted mixed beans ankruti daane (200gm),32,192
15866,221,31,06/12/19,3,1000032854,Dana Kaydos,15-10-1971,WA,VEGETABLES,EXOTIC VEGETABLES,ICEBERG LETTUCE,119,357
15867,219,62,06/10/19,6,1000032852,Fred Wasserman,26-08-1957,WA,VEGETABLES,ROOTY VEGETABLES,delhi carrot,49,294
15868,417,43,25-01-2019,5,1000033051,Joe Kamberova,10/10/1985,QLD,VEGETABLES,LEAFY VEGETABLES, SPINACH (PALAK),10,50
15869,492,72,19-03-2019,5,1000033126,Maribeth Yedwab,17-11-1946,NSW,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,195
15870,169,51,23-12-2019,3,1000032770,Neil Französisch,17-11-1977,SA,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,96
15871,172,169,21-04-2019,1,1000032773,Nathan Mautz,4/4/1972,VIC,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,50
15872,484,59,19-05-2019,4,1000033118,Charlotte Melton,17-11-1956,QLD,VEGETABLES,ROOTY VEGETABLES,beetroot,48,192
15873,31,73,20-05-2019,1,1000032577,Bill Shonely,26-11-1956,VIC,VEGETABLES,SEASONAL VEGETABLES,sanke gourd,39,39
15874,21,120,11/12/19,2,1000032567,Sue Ann Reed,31-05-1972,NSW,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BITES 66.6 GM,30,60
15875,374,73,11/06/19,8,1000033008,Keith Herrera,22-07-1962,WA,VEGETABLES,SEASONAL VEGETABLES,sanke gourd,39,312
15876,520,50,01/03/19,5,1000033154,Victor Preis,3/9/1957,QLD,VEGETABLES,ONION POTATO AND TOMATO,TOMATO GREEN,36,180
15877,187,123,19-12-2019,1,1000032804,Karen Seio,11/2/1959,WA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI LEMON FLAVOURED HARD BOILED SUGAR CANDY 100 GM,20,20
15878,82,139,20-06-2019,8,1000032628,Alejandro Ballentine,1/3/1974,NSW,CHOCOLATES AND SWEETS,CANDIES,NATURO MANGO FRUIT BITES 180 GM,100,800
15879,242,149,09/08/19,6,1000032875,Julia Dunbar,28-05-1945,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD IMLI & GUAVA CANDY 100 GM,100,600
15880,141,56,22-01-2019,6,1000032706,Damala Kotsonis,7/9/1949,WA,VEGETABLES,SPROUTS AND PEAS,sprouted mixed beans ankruti daane (200gm),32,192
15881,398,148,02/09/19,10,1000033032,Kean Thornton,19-02-1975,VIC,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 90),100,1000
15882,498,66,04/02/19,10,1000033132,Mark Haberlin,5/6/1976,QLD,VEGETABLES,SEASONAL VEGETABLES,cabbage(patta gobi),18,180
15883,582,7,07/08/19,2,1000033216,Linda Cazamias,27-08-1956,QLD,VEGETABLES,BRINJAL,PURPLE STRIPED BRINJAL (BAINGAN DHARIDAR),48,96
15884,186,1,07/02/19,7,1000032803,Mick Hernandez,27-06-1954,WA,VEGETABLES,BEANS,BEANS(DESI/LOCAL BEANS),49,343
15885,539,176,15-10-2019,2,1000033173,Carl Jackson,20-07-1969,QLD,CHOCOLATES AND SWEETS,CANDIES,RINDA PURE LYCHEE JELLY 25 GM,99,198
15886,531,72,16-10-2019,5,1000033165,Annie Zypern,4/3/1960,QLD,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,195
15887,401,81,11/01/19,6,1000033035,Valerie Takahito,26-05-1961,VIC,FRUITS,BANANA,robust,26,156
15888,260,4,20-04-2019,8,1000032893,Harry Marie,11/1/1953,SA,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,544
15889,460,86,16-05-2019,6,1000033094,Hilary Holden,17-07-1962,QLD,FRUITS,CITRUS_FRUITS,orange(santra),85,510
15890,561,17,14-02-2019,6,1000033195,John Lucas,3/3/1952,WA,VEGETABLES,CUCUMBER AND GOURDS,COCCINIA(TENDLI),78,468
15891,228,63,06/03/19,6,1000032861,Phillina Ober,26-09-1950,SA,VEGETABLES,ROOTY VEGETABLES,sweet potato,59,354
15892,371,28,20-02-2019,4,1000033005,Frank Gastineau,23-07-1976,WA,VEGETABLES,EXOTIC VEGETABLES,CURLED PARSLEY,19,76
15893,115,84,17-01-2019,10,1000032661,Toby Carlisle,1/10/1939,SA,FRUITS,CITRUS_FRUITS,jujube(ber),35,350
15894,252,27,28-04-2019,4,1000032885,Filia McAdams,24-05-1957,SA,VEGETABLES,EXOTIC VEGETABLES,CHERRY TOMATO PACK,30,120
15895,290,94,15-03-2019,8,1000032923,Helen Wasserman,25-10-1942,VIC,FRUITS,IMPORTED_FRUITS,Avacado,399,3192
15896,244,10,21-07-2019,7,1000032877,Carlos Meador,13-09-1956,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,GARLIC PEELED (CHHILA LASSAN),35,245
15897,458,178,14-11-2019,1,1000033092,Heather Kirkland,3/5/1985,QLD,CHOCOLATES AND SWEETS,CANDIES,Simpkins Tropical Fruit Travel Sweets Candy 175 gm,275,275
15898,568,139,05/04/19,10,1000033202,Jim Karlsson,6/10/1978,SA,CHOCOLATES AND SWEETS,CANDIES,NATURO MANGO FRUIT BITES 180 GM,100,1000
15899,41,127,23-02-2019,3,1000032587,Barry Franz,23-02-1957,QLD,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO RAW MANGO PULPY FRUIT CHEWS 150 GM,49,147
15900,403,30,02/04/19,8,1000033037,Becky Castell,27-09-1968,VIC,VEGETABLES,EXOTIC VEGETABLES,HERB THYME,20,160
15901,518,122,12/10/19,4,1000033152,Vivek Gonzalez,25-10-1947,NSW,CHOCOLATES AND SWEETS,CANDIES,FRUITELLA STRAWBERRY CANDY 36 GM (STICK),30,120
15902,489,55,02/09/19,4,1000033123,Dianna Arnett,8/8/1949,QLD,VEGETABLES,SPROUTS AND PEAS,sprouted beans mathki(200gm),32,128
15903,290,71,01/08/19,10,1000032923,Helen Wasserman,25-10-1942,VIC,VEGETABLES,SEASONAL VEGETABLES,okra(bhindi),69,690
15904,24,112,12/07/19,8,1000032570,Naresj Patel,10/11/1960,NSW,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CARAMEL CANDY 30.6 GM (STICK),20,160
15905,259,3,04/09/19,3,1000032892,Maureen Gnade,19-04-1957,WA,VEGETABLES,BEANS,COW PEAS(BORA BEANS),59,177
15906,376,107,08/04/19,4,1000033010,Katherine Nockton,8/1/1939,WA,FRUITS,SEASONAL FRUITS,guava,99,396
15907,283,137,04/06/19,8,1000032916,Nora Pelletier,21-09-1974,WA,CHOCOLATES AND SWEETS,CANDIES,NATURO FRUITSUM MANGO CANDY 135 GM,100,800
15908,25,90,20-06-2019,6,1000032571,Valerie Dominguez,2/3/1953,VIC,FRUITS,CITRUS_FRUITS,sweet Tamarind(250gm),89,534
15909,520,43,13-02-2019,4,1000033154,Victor Preis,3/9/1957,QLD,VEGETABLES,LEAFY VEGETABLES, SPINACH (PALAK),10,40
15910,257,161,16-06-2019,1,1000032890,Ken Brennan,1/3/1946,WA,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,224
15911,590,159,07/03/19,5,1000033224,John Grady,12/2/1983,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CREAM STRAWBERRY CANDY 156.4 GM,50,250
15912,361,81,24-11-2019,4,1000032994,Jack Lebron,9/10/1977,NSW,FRUITS,BANANA,robust,26,104
15913,285,86,28-09-2019,1,1000032918,Skye Norling,2/11/1954,WA,FRUITS,CITRUS_FRUITS,orange(santra),85,85
15914,445,139,09/05/19,2,1000033079,Clay Ludtke,8/1/1951,QLD,CHOCOLATES AND SWEETS,CANDIES,NATURO MANGO FRUIT BITES 180 GM,100,200
15915,246,64,04/07/19,3,1000032879,Ross Baird,8/5/1956,SA,VEGETABLES,ROOTY VEGETABLES,white raddish,9,27
15916,76,126,18-06-2019,2,1000032622,Sam Zeldin,10/12/1986,NSW,CHOCOLATES AND SWEETS,CANDIES,KOPIKO CANDY CAPPUCCINO 175 GM,115,230
15917,228,44,20-03-2019,7,1000032861,Phillina Ober,26-09-1950,SA,VEGETABLES,LEAFY VEGETABLES,SPRING ONION (HARA PYAZ),19,133
15918,130,105,19-03-2019,6,1000032676,Natalie DeCherney,21-03-1957,WA,FRUITS,SEASONAL FRUITS,dates imported(500gm),189,1134
15919,15,8,16-09-2019,5,1000032561,Ben Peterman,20-02-1962,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,CHILLI(MIRCHI BHAJI),78,390
15920,594,45,15-06-2019,7,1000033228,Patrick Ryan,10/11/1946,SA,VEGETABLES,MUSHROOMS,BUTTON MUSHROOM,35,245
15921,148,13,21-08-2019,4,1000032725,Andrew Allen,14-06-1976,WA,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,LEMON(NEEMBU),59,236
15922,203,123,03/01/19,10,1000032836,Emily Phan,12/10/1948,WA,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI LEMON FLAVOURED HARD BOILED SUGAR CANDY 100 GM,20,200
15923,16,148,14-02-2019,6,1000032562,Thomas Boland,10/1/1952,VIC,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 90),100,600
15924,528,93,01/01/19,8,1000033162,Peter Bühler,30-04-1953,QLD,FRUITS,IMPORTED_FRUITS,Raw_papaya,39,312
15925,357,86,10/01/19,9,1000032990,Sample Company A,13-11-1959,WA,FRUITS,CITRUS_FRUITS,orange(santra),85,765
15926,221,20,24-09-2019,3,1000032854,Dana Kaydos,15-10-1971,WA,VEGETABLES,CUCUMBER AND GOURDS,CUCUMBER (FRENCH),44,132
15927,238,5,25-11-2019,4,1000032871,Sarah Foster,14-04-1965,WA,VEGETABLES,BRINJAL,BIG BLACK BRINJAL (BHARTA BAINGAN),38,152
15928,475,100,13-12-2019,8,1000033109,Amy Hunt,4/4/1978,QLD,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,1592
15929,446,51,03/08/19,7,1000033080,Maureen Fritzler,23-02-1946,QLD,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,224
15930,309,89,09/07/19,6,1000032942,Lena Hernandez,26-06-1944,WA,FRUITS,CITRUS_FRUITS,sweet lime,69,414
15931,476,163,05/12/19,8,1000033110,Angele Hood,31-05-1964,QLD,CHOCOLATES AND SWEETS,CANDIES,COCO CADO ASSORTED 2 IN1 PUDDING 170 GM,50,400
15932,515,87,16-02-2019,4,1000033149,Dave Hallsten,24-11-1975,QLD,FRUITS,CITRUS_FRUITS,papaya,42,168
15933,96,119,13-08-2019,2,1000032642,Logan Haushalter,6/1/1961,VIC,CHOCOLATES AND SWEETS,CANDIES,CHUPA CHUPS SOUR BELT 57.6 GM,30,60
15934,58,41,03/09/19,7,1000032604,Patrick O'Brill,28-01-1962,VIC,VEGETABLES,LEAFY VEGETABLES,MINT LEAVES (PUDINA),10,70
15935,402,50,01/12/19,5,1000033036,John Stevenson,26-12-1959,WA,VEGETABLES,ONION POTATO AND TOMATO,TOMATO GREEN,36,180
15936,341,147,06/01/19,3,1000032974,Kristen Hastings,17-07-1988,WA,CHOCOLATES AND SWEETS,CANDIES,SWAD DIGESTIVE CANDY 1.5 GM (PACK OF 100),100,300
15937,40,83,07/11/19,7,1000032586,Joy Bell-,7/2/1986,NSW,FRUITS,BERRY,gooseberry(amla),69,483
15938,247,91,03/07/19,4,1000032880,Dionis Lloyd,25-10-1965,VIC,FRUITS,CITRUS_FRUITS,white guava,59,236
15939,150,84,26-09-2019,5,1000032728,Cindy Stewart,13-12-1949,WA,FRUITS,CITRUS_FRUITS,jujube(ber),35,175
15940,226,126,17-12-2019,10,1000032859,Georgia Rosenberg,21-04-1971,SA,CHOCOLATES AND SWEETS,CANDIES,KOPIKO CANDY CAPPUCCINO 175 GM,115,1150
15941,537,17,09/05/19,10,1000033171,Steve Nguyen,2/2/1956,QLD,VEGETABLES,CUCUMBER AND GOURDS,COCCINIA(TENDLI),78,780
15942,504,166,06/04/19,8,1000033138,Stephanie Ulpright,21-11-1961,QLD,CHOCOLATES AND SWEETS,CANDIES,MALA'S LITCHI MELTIES 300 GM,69,552
15943,435,97,02/05/19,3,1000033069,Matthew Clasen,10/7/1963,QLD,FRUITS,IMPORTED_FRUITS,imported green pears,229,687
15944,156,68,06/08/19,10,1000032755,John Lee,27-12-1972,NSW,VEGETABLES,SEASONAL VEGETABLES,cauliflower,29,290
15945,65,172,06/09/19,3,1000032611,Dave Kipp,31-03-1961,NSW,CHOCOLATES AND SWEETS,CANDIES,PARLE MANGO BITE CANDY 289 GM,50,150
15946,277,23,04/03/19,3,1000032910,Art Foster,30-04-1950,WA,VEGETABLES,EXOTIC VEGETABLES,AMERICAN SWEET CORN (BHUTTA),18,54
15947,232,161,23-08-2019,7,1000032865,Annie Thurman,21-04-1931,SA,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,1568
15948,392,161,04/10/19,3,1000033026,Arthur Gainer,11/11/1959,WA,CHOCOLATES AND SWEETS,CANDIES,CADBURY GOLD CHOCLAIRS 550 GM,224,672
15949,559,136,21-10-2019,6,1000033193,Kelly Andreada,12/12/1959,WA,CHOCOLATES AND SWEETS,CANDIES,NATURE VALLEY CRUNCHY OATS & CHOCOLATE GRANOLA BAR 21 GM,25,150
15950,510,38,24-09-2019,4,1000033144,Ralph Kennedy,2/2/1966,QLD,VEGETABLES,LEAFY VEGETABLES,DILL LEAVES ,20,80
15951,567,13,08/12/19,8,1000033201,Matt Connell,27-02-1963,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,LEMON(NEEMBU),59,472
15952,82,6,27-10-2019,10,1000032628,Alejandro Ballentine,1/3/1974,NSW,VEGETABLES,BRINJAL,NAGPURE BRINJAL (BAINGAN),48,480
15953,513,49,19-05-2019,7,1000033147,Michael Granlund,1/10/1952,NSW,VEGETABLES,ONION POTATO AND TOMATO,TOMATO (TAMATAR),32,224
15954,132,73,14-09-2019,2,1000032679,Greg Matthias,13-03-1963,WA,VEGETABLES,SEASONAL VEGETABLES,sanke gourd,39,78
15955,130,129,23-10-2019,3,1000032676,Natalie DeCherney,21-03-1957,WA,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO STRAWBERRY BABY PULPY FRUIT CHEWS CANDY 150 GM,19,57
15956,479,140,24-04-2019,3,1000033113,Alex Russell,29-12-1962,QLD,CHOCOLATES AND SWEETS,CANDIES,NESTLE POLO MINTS 31.2 GM (ROLL),10,30
15957,414,39,06/11/19,7,1000033048,Quincy Jones,10/8/1990,VIC,VEGETABLES,LEAFY VEGETABLES,FENUGREEK (METHI),14,98
15958,120,16,13-05-2019,6,1000032666,Alyssa Tate,4/1/1973,NT,VEGETABLES,CUCUMBER AND GOURDS,BOTTLE GOURD (LAUKI),18,108
15959,592,177,05/06/19,10,1000033226,Guy Armstrong,19-05-1959,QLD,CHOCOLATES AND SWEETS,CANDIES,SIMPKINS ORANGE LEMON & GRAPE FRUIT DROPS 200 GM,225,2250
15960,557,46,24-08-2019,7,1000033191,Frank Olsen,24-04-1980,QLD,VEGETABLES,ONION POTATO AND TOMATO,ONION (PYAZ),295,2065
15961,266,174,26-01-2019,2,1000032899,Dianna Vittorini,7/10/1934,WA,CHOCOLATES AND SWEETS,CANDIES,RINDA FRUIT MIX JELLY 300 G,59,118
15962,47,155,16-07-2019,1,1000032593,Arthur Prichep,15-07-1953,NSW,CHOCOLATES AND SWEETS,CANDIES,TIC TAC POPCORN FENNEL MINT 10.2 GM,10,10
15963,26,33,18-02-2019,10,1000032572,Phillip Breyer,1/10/1970,NSW,VEGETABLES,EXOTIC VEGETABLES,RED CABBAGE (LAL PATTA GOBHI),99,990
15964,224,163,21-09-2019,5,1000032857,Hunter Lopez,30-04-1960,WA,CHOCOLATES AND SWEETS,CANDIES,COCO CADO ASSORTED 2 IN1 PUDDING 170 GM,50,250
15965,407,69,04/03/19,9,1000033041,Chris McAfee,2/3/1977,WA,VEGETABLES,SEASONAL VEGETABLES,coconut,30,270
15966,252,35,24-09-2019,10,1000032885,Filia McAdams,24-05-1957,SA,VEGETABLES,LEAFY VEGETABLES,COLOCASSIA LEAVES (ARBI KA PATTA),10,100
15967,551,114,24-12-2019,4,1000033185,Shaun Chance,16-02-1948,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY COLA BOTTLES 72.8 GM,30,120
15968,137,86,01/12/19,4,1000032692,Dario Medina,3/4/1986,WA,FRUITS,CITRUS_FRUITS,orange(santra),85,340
15969,232,111,13-10-2019,4,1000032865,Annie Thurman,21-04-1931,SA,FRUITS,SEASONAL FRUITS,pomigranate kesar,99,396
15970,527,9,27-12-2019,9,1000033161,Brian Dahlen,7/11/1965,QLD,VEGETABLES,CHILLI LEMON GARLIC AND GINGER,CHILLI GREEN (HARI MIRCH),59,531
15971,30,24,23-08-2019,5,1000032576,Rick Reed,14-12-1966,QLD,VEGETABLES,EXOTIC VEGETABLES,BABYCORN,19,95
15972,466,131,10/01/19,8,1000033100,Darren Koutras,19-12-1937,QLD,CHOCOLATES AND SWEETS,CANDIES,MENTOS MINT STICK 31.2 GM,15,120
15973,36,100,23-08-2019,8,1000032582,Darrin Martin,30-12-1984,WA,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,1592
15974,510,84,19-03-2019,10,1000033144,Ralph Kennedy,2/2/1966,QLD,FRUITS,CITRUS_FRUITS,jujube(ber),35,350
15975,467,79,19-02-2019,6,1000033101,Evan Henry,15-09-1942,QLD,FRUITS,BANANA,nendran,99,594
15976,4,93,26-11-2019,10,1000032550,Katherine Murray,16-05-1978,VIC,FRUITS,IMPORTED_FRUITS,Raw_papaya,39,390
15977,50,51,16-08-2019,5,1000032596,Lena Creighton,25-11-1975,VIC,VEGETABLES,SPROUTS AND PEAS,brown sprouts(250gm),32,160
15978,528,159,17-01-2019,9,1000033162,Peter Bühler,30-04-1953,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CREAM STRAWBERRY CANDY 156.4 GM,50,450
15979,322,63,01/04/19,10,1000032955,Mark Packer,15-04-1957,WA,VEGETABLES,ROOTY VEGETABLES,sweet potato,59,590
15980,231,100,14-07-2019,8,1000032864,Anthony Witt,23-06-1970,SA,FRUITS,IMPORTED_FRUITS,important thai tangerine,199,1592
15981,332,113,03/06/19,8,1000032965,Bobby Odegard,15-05-1958,WA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD STRAWBERRY CANDY 30.6 GM (STICK),20,160
15982,55,73,10/11/19,1,1000032601,Fred Hopkins,23-07-1975,SA,VEGETABLES,SEASONAL VEGETABLES,sanke gourd,39,39
15983,61,143,13-09-2019,9,1000032607,Michael Stewart,21-10-1947,SA,CHOCOLATES AND SWEETS,CANDIES,RAVALGAON PAN PASAND GOLD CANDY 200 GM,50,450
15984,31,134,26-09-2019,3,1000032577,Bill Shonely,26-11-1956,VIC,CHOCOLATES AND SWEETS,CANDIES,MENTOS RAINBOW CHEWY CANDIES 36.4 GM (STICK),15,45
15985,441,59,02/01/19,2,1000033075,Carl Ludwig,7/6/1983,QLD,VEGETABLES,ROOTY VEGETABLES,beetroot,48,96
15986,534,86,13-01-2019,5,1000033168,Kalyca Meade,4/2/1955,QLD,FRUITS,CITRUS_FRUITS,orange(santra),85,425
15987,587,106,06/03/19,4,1000033221,Pamela Coakley,14-12-1969,QLD,FRUITS,SEASONAL FRUITS,Fig-Anjeer,99,396
15988,31,39,03/02/19,5,1000032577,Bill Shonely,26-11-1956,VIC,VEGETABLES,LEAFY VEGETABLES,FENUGREEK (METHI),14,70
15989,371,33,07/01/19,4,1000033005,Frank Gastineau,23-07-1976,WA,VEGETABLES,EXOTIC VEGETABLES,RED CABBAGE (LAL PATTA GOBHI),99,396
15990,263,82,15-01-2019,2,1000032896,Tamara Chand,20-01-1967,WA,FRUITS,BANANA,yellaki,85,170
15991,400,92,01/11/19,2,1000033034,Eugene Moren,2/5/1966,VIC,FRUITS,CITRUS_FRUITS,parlee namkeen alu bhujia,na,#VALUE!
15992,472,121,19-02-2019,3,1000033106,Hallie Redmond,3/1/1970,QLD,CHOCOLATES AND SWEETS,CANDIES,FRUITELLA ORANGE CANDY 36 GM (STICK),30,90
15993,34,21,15-04-2019,8,1000032580,Nora Preis,6/2/1949,SA,VEGETABLES,CUCUMBER AND GOURDS,MADRAS CUCUMBER (MADRAS KHEERA),33,264
15994,304,169,25-02-2019,9,1000032937,Melanie Seite,20-05-1964,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE KACCHA MANGO BITE CANDY 277 GM,50,450
15995,371,92,14-05-2019,7,1000033005,Frank Gastineau,23-07-1976,WA,FRUITS,CITRUS_FRUITS,parlee namkeen alu bhujia,na,#VALUE!
15996,98,22,11/11/19,9,1000032644,Adam Bellavance,25-02-1939,SA,VEGETABLES,CUT VEGETABLES,SWEET CORN SHELLED,20,180
15997,380,84,02/05/19,8,1000033014,Chuck Magee,10/11/1963,WA,FRUITS,CITRUS_FRUITS,jujube(ber),35,280
15998,434,35,13-10-2019,1,1000033068,Gary Hansen,5/12/1950,QLD,VEGETABLES,LEAFY VEGETABLES,COLOCASSIA LEAVES (ARBI KA PATTA),10,10
15999,271,144,15-10-2019,8,1000032904,Duane Benoit,7/5/1972,WA,CHOCOLATES AND SWEETS,CANDIES,RAVALGAON SUPRIME ASSORTED TOFFEE 238 GM,50,400
16000,571,28,09/12/19,2,1000033205,MaryBeth Skach,7/8/1935,QLD,VEGETABLES,EXOTIC VEGETABLES,CURLED PARSLEY,19,38
16001,80,102,09/11/19,7,1000032626,Tom Prescott,3/10/1992,VIC,FRUITS,MELONS,water melon(2.5kg),85,595
16002,16,108,14-10-2019,2,1000032562,Thomas Boland,10/1/1952,VIC,FRUITS,SEASONAL FRUITS,sapota,49,98
16003,491,107,24-10-2019,4,1000033125,Sean Wendt,20-06-1940,NSW,FRUITS,SEASONAL FRUITS,guava,99,396
16004,404,64,21-07-2019,3,1000033038,Nicole Fjeld,11/10/1931,WA,VEGETABLES,ROOTY VEGETABLES,white raddish,9,27
16005,519,158,16-03-2019,1,1000033153,Natalie Webber,24-11-1960,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE GOLD CARAMEL TOFFEE 156.4 GM,50,50
16006,489,129,15-03-2019,10,1000033123,Dianna Arnett,8/8/1949,QLD,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO STRAWBERRY BABY PULPY FRUIT CHEWS CANDY 150 GM,19,190
16007,287,88,21-07-2019,5,1000032920,Barry Gonzalez,18-05-1978,WA,FRUITS,CITRUS_FRUITS,pineapple,59,295
16008,232,42,06/11/19,7,1000032865,Annie Thurman,21-04-1931,SA,VEGETABLES,LEAFY VEGETABLES,RED AMARANTHUS (LAL CHAULAEE),15,105
16009,98,82,16-03-2019,10,1000032644,Adam Bellavance,25-02-1939,SA,FRUITS,BANANA,yellaki,85,850
16010,75,105,07/04/19,3,1000032621,Bobby Elias,30-03-1992,NSW,FRUITS,SEASONAL FRUITS,dates imported(500gm),189,567
16011,557,4,16-03-2019,6,1000033191,Frank Olsen,24-04-1980,QLD,VEGETABLES,BEANS, FRENCH BEANS(FARSI),68,408
16012,64,72,04/01/19,8,1000032610,Jonathan Doherty,1/7/1940,NSW,VEGETABLES,SEASONAL VEGETABLES,pumpkin disco,39,312
16013,370,171,03/09/19,1,1000033004,Candace McMahon,24-10-1967,WA,CHOCOLATES AND SWEETS,CANDIES,PARLE LONDONDERRY LACTO BONBON CANDY 277 GM,50,50
16014,6,86,10/02/19,3,1000032552,Toby Swindell,21-07-1987,NSW,FRUITS,CITRUS_FRUITS,orange(santra),85,255
16015,253,85,19-03-2019,2,1000032886,Cynthia Arntzen,1/7/1950,SA,FRUITS,CITRUS_FRUITS,kinoo orange,49,98
16016,482,133,12/08/19,5,1000033116,Harold Dahlen,11/8/1941,NSW,CHOCOLATES AND SWEETS,CANDIES,MENTOS PURE FRESH MINT SUGARFREE GUM 56 GM,100,500
16017,97,89,03/08/19,3,1000032643,Khloe Miller,2/1/1976,SA,FRUITS,CITRUS_FRUITS,sweet lime,69,207
16018,6,153,28-11-2019,10,1000032552,Toby Swindell,21-07-1987,NSW,CHOCOLATES AND SWEETS,CANDIES,TIC TAC MINTENSITY MINTS 15 GM,15,150
16019,340,58,25-01-2019,8,1000032973,Randy Ferguson,13-12-1955,WA,VEGETABLES,ROOTY VEGETABLES,baby potato,49,392
16020,389,128,19-08-2019,5,1000033023,Andrew Gjertsen,5/3/1977,WA,CHOCOLATES AND SWEETS,CANDIES,MAPRO FALERO MANGO FRUIT CHEWS 150 GM,49,245
16021,201,29,23-09-2019,8,1000032834,Jim Kriz,10/10/1978,WA,VEGETABLES,EXOTIC VEGETABLES,GREEN ZUCCHINI (HARI TURAII),149,1192
16022,313,58,25-01-2019,5,1000032946,Mitch Gastineau,19-12-1946,WA,VEGETABLES,ROOTY VEGETABLES,baby potato,49,245
16023,511,157,21-01-2019,10,1000033145,Craig Carreira,5/7/1956,QLD,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE CREAMFILLS BUTTER TOFFEE 174.8 GM,50,500
16024,506,135,18-09-2019,5,1000033140,Victoria Pisteka,17-04-1974,QLD,CHOCOLATES AND SWEETS,CANDIES,NATURE VALLEY CRUNCHY APPLE CRUNCH 42 GM,55,275
16025,582,165,10/12/19,8,1000033216,Linda Cazamias,27-08-1956,QLD,CHOCOLATES AND SWEETS,CANDIES,MALA'S ASSORTED MELTIES 300 GM,69,552
16026,382,110,28-06-2019,2,1000033016,Gary Hwang,14-03-1954,WA,FRUITS,SEASONAL FRUITS,tender coconut(1 Nos),32,64
16027,437,125,07/12/19,10,1000033071,Andrew Roberts,30-08-1951,QLD,CHOCOLATES AND SWEETS,CANDIES,GOLIBOLI STRAWBERRY FLAVOURED HARD BOILED SUGAR CANDY ,20,200
16028,596,114,27-10-2019,3,1000033230,Sanjit Engle,16-06-1971,SA,CHOCOLATES AND SWEETS,CANDIES,ALPENLIEBE JUZT JELLY COLA BOTTLES 72.8 GM,30,90
16029,429,39,15-02-2019,2,1000033063,Clytie Kelty,1/1/1960,QLD,VEGETABLES,LEAFY VEGETABLES,FENUGREEK (METHI),14,28
